claims_in_past_90_days,days_since_last_claim,amount_vs_policy_max_ratio,user_role,amount_claimed,budget_utilization_ratio,days_since_expense,is_weekend_expense,historical_approval_rate,has_policy_violation,violation_severity,manager_comment_length,flags_count,is_fraud
2,34,0.3161,Employee,207.58,0.0904,0,False,0.9116,False,none,4,0,0
1,21,0.7202,Employee,363.55427386321134,0.1193,1,True,0.911,True,low,27,1,0
0,-1,0.0,Manager,442.5731394306215,0.0577,20,False,0.0,False,none,2,0,0
16,0,0.0445,Director,138.91,0.012,3,False,0.6535,False,none,2,1,1
5,2,0.2239,Employee,96.89,0.039,5,False,0.9406,False,none,3,0,0
0,-1,0.2495,Employee,168.9,0.0926,8,False,0.0,False,none,1,0,0
2,50,0.5442,Employee,253.94,0.0947,1,False,0.9086,True,low,21,1,0
3,24,0.4929,Manager,331.49,0.036,4,False,0.995,False,none,6,0,0
3,15,0.1356,Employee,65.47,0.0205,2,True,0.9549,False,none,5,0,0
2,14,8.364,Employee,3928.18,1.559,12,False,0.4134,True,high,189,7,1
3,3,0.0847,Employee,38.68,0.0166,1,False,0.9267,False,none,3,0,0
1,1,0.5212,Director,1344.5129396863445,0.0643,2,True,0.9237,True,low,45,1,0
3,6,0.0845,Executive,437.05,0.0089,1,False,0.9945,False,none,13,0,0
1,13,0.7214,Manager,734.8666388783604,0.0835,2,False,0.8986,False,none,6,0,0
2,11,0.457,Executive,2296.56,0.0412,4,False,0.9879,False,none,9,0,0
2,10,0.9073,Employee,229.7251750116716,0.0613,15,False,0.9576,False,none,5,0,0
2,40,0.3342,Executive,2339.23,0.0593,4,False,0.9989,False,none,1,0,0
0,-1,0.2096,Employee,146.43,0.0613,2,False,0.0,True,low,17,1,0
1,16,0.4788,Employee,250.97,0.0854,19,False,0.8509,False,none,9,0,0
3,15,0.1251,Manager,153.67,0.0,10,True,0.9662,False,none,9,0,0
6,5,0.701,Employee,331.8447234823468,0.0857,9,False,0.8971,False,none,11,0,0
2,24,0.371,Employee,94.87,0.0316,2,False,0.863,False,none,2,0,0
2,60,0.4991,Director,1541.05,0.0788,4,False,0.9506,False,none,6,0,0
3,52,0.3515,Employee,167.98,0.0438,0,True,0.8501,False,none,13,0,0
2,9,0.123,Manager,155.77,0.0218,7,True,0.9593,False,none,6,0,0
1,35,0.1109,Manager,91.07,0.0146,2,False,0.935,True,low,43,1,0
1,52,0.6272,Contractor,129.11906999572776,0.1207,6,False,0.9403,False,none,12,0,0
2,35,1.0301,Contractor,186.3032959993072,0.1689,13,False,0.9432,False,none,7,0,0
2,45,0.7418,Director,1994.0,0.1122,0,False,0.9539,False,none,12,0,0
0,-1,0.2822,Employee,156.01,0.0614,12,False,0.0,False,none,3,0,0
39,1,0.214,Employee,78.08,0.0229,3,True,0.6848,False,none,14,3,1
2,36,0.0,Employee,105.85,0.0372,0,False,0.9196,False,none,13,0,0
3,6,0.2665,Employee,132.36,0.0395,18,False,0.913,False,none,13,0,0
2,23,0.7237,Contractor,152.3790699123189,0.205,9,False,0.8972,False,none,12,0,0
6,8,0.6234,Employee,359.51,0.2251,0,False,0.9824,False,none,12,0,0
2,12,0.1705,Employee,75.93,0.0283,0,True,0.9052,False,none,14,0,0
3,40,0.9693,Employee,380.9518472367074,0.117,5,False,0.8935,False,none,10,0,0
5,22,0.2636,Employee,181.57,0.075,0,False,0.9631,False,none,9,0,0
0,-1,0.6572,Employee,244.89,0.1198,8,False,0.0,False,none,7,0,0
3,29,0.125,Employee,73.33,0.0281,4,False,0.8928,False,none,13,0,0
2,10,0.553,Employee,242.23,0.0769,3,False,0.8837,False,none,4,0,0
3,35,0.4411,Employee,226.69,0.0687,3,False,0.9464,False,none,8,0,0
3,1,1.4197,Employee,861.08,0.3589,0,True,0.4461,True,high,172,2,1
0,-1,0.1731,Director,388.51,0.0211,11,False,0.0,False,none,15,0,0
1,20,0.2386,Employee,108.38,0.0373,1,False,0.8917,False,none,2,0,0
3,13,9.2293,Manager,10368.98,1.4979,9,True,0.302,True,high,185,6,1
2,38,0.4759,Director,1681.32,0.0657,3,False,0.9006,False,none,0,0,0
2,5,0.1575,Employee,75.36,0.0258,3,False,0.8892,False,none,8,0,0
0,-1,0.3468,Employee,160.86,0.0523,0,False,0.0,True,low,23,1,0
2,9,0.13,Employee,55.51,0.0176,1,False,0.855,False,none,9,0,0
3,29,0.6276,Employee,227.85059647163695,0.0,10,False,0.9571,False,none,12,0,0
0,-1,0.0,Employee,46.16,0.0183,0,False,0.0,False,none,4,0,0
2,52,0.5841,Employee,297.0853416702636,0.0982,0,False,0.9481,False,none,14,0,0
0,-1,0.1462,Contractor,33.77,0.0449,0,False,0.0,True,low,24,1,0
0,-1,0.5891,Manager,603.0496043913319,0.0974,1,False,0.0,False,none,13,0,0
1,49,0.1319,Employee,96.04,0.0329,5,False,0.8739,False,none,4,0,0
2,7,0.7207,Employee,180.81198889530353,0.0485,2,False,0.8823,False,none,7,0,0
0,-1,0.0724,Employee,33.61,0.0118,0,False,0.0,False,none,11,0,0
5,40,0.7631,Contractor,150.69039156341694,0.1531,0,False,0.9021,False,none,1,0,0
4,59,0.9969,Manager,999.7898206210511,0.0933,0,False,0.8846,False,none,15,0,0
3,3,0.1923,Contractor,60.89,0.0556,9,False,0.8691,True,low,47,1,0
2,11,0.1107,Manager,139.8,0.0,3,False,0.9936,False,none,1,0,0
2,17,0.1002,Contractor,22.07,0.0181,20,False,0.9491,False,none,3,0,0
2,27,0.0849,Employee,44.58,0.0143,1,False,0.8659,False,none,5,0,0
1,59,0.2023,Contractor,37.63,0.0383,5,False,0.9161,False,none,4,0,0
1,52,0.0966,Director,351.1,0.0148,3,False,0.9934,False,none,12,0,0
1,16,0.9067,Employee,566.7665052592406,0.2067,1,False,0.9228,False,none,2,0,0
2,30,0.2601,Contractor,47.39,0.05,5,True,0.9949,False,none,13,0,0
1,5,0.0,Manager,490.72,0.0626,6,True,0.9182,False,none,9,0,0
1,38,0.1053,Manager,139.95,0.0194,6,False,0.9957,False,none,5,0,0
2,12,0.1561,Manager,169.12,0.0345,4,False,0.8713,False,none,8,0,0
3,10,0.0654,Employee,44.1,0.0138,1,False,0.8717,False,none,10,0,0
3,59,0.1574,Employee,62.82,0.0206,3,False,0.8793,False,none,6,0,0
6,20,0.1073,Employee,46.29,0.0149,1,False,0.9253,False,none,10,0,0
2,103,1.0466,Employee,382.68,0.0,373,False,0.5214,True,medium,54,4,1
4,28,0.2859,Employee,143.0,0.0327,4,False,0.9452,False,none,10,0,0
0,-1,0.1803,Employee,88.72,0.0212,3,True,0.0,False,none,4,0,0
2,10,8.5714,Contractor,1363.11,1.7946,16,True,0.2755,True,high,129,5,1
5,20,2.8153,Director,8620.33,0.7112,15,False,0.3163,True,high,218,4,1
1,19,0.5228,Director,1492.11,0.0616,2,False,0.9496,True,low,34,1,0
0,-1,0.5206,Manager,565.61,0.058,279,True,0.7172,True,medium,98,3,1
3,46,0.1546,Contractor,19.67,0.0143,10,True,0.9783,False,none,5,0,0
2,19,0.1445,Contractor,29.96,0.0378,1,False,0.9267,False,none,11,0,0
2,20,0.5099,Director,1195.46,0.0554,0,True,0.984,False,none,10,0,0
5,54,0.9125,Employee,492.13435472540743,0.1944,0,True,0.9755,False,none,5,0,0
1,16,0.0757,Employee,34.2,0.0086,4,False,0.9748,False,none,12,0,0
1,8,0.1886,Employee,84.44,0.0364,0,False,0.9394,False,none,5,0,0
2,10,3.0633,Employee,1198.16,0.256,14,True,0.2227,True,high,256,4,1
2,33,0.1695,Employee,76.47,0.0458,9,False,0.9876,False,none,3,0,0
10,10,1.8602,Director,4166.16,0.2206,1,True,0.6301,True,medium,181,3,1
3,28,0.399,Employee,196.27,0.0561,10,False,0.9115,False,none,0,0,0
0,-1,0.9323,Employee,512.75,0.1935,458,False,0.5566,True,medium,30,2,1
3,58,0.1975,Contractor,33.65,0.0287,16,False,0.8852,False,none,5,0,0
3,40,0.1871,Director,525.77,0.0214,12,False,0.8594,False,none,13,0,0
2,55,0.2902,Employee,122.18,0.0355,7,False,0.9334,False,none,12,0,0
1,48,0.3034,Director,1071.59,0.0455,8,False,0.8625,False,none,12,0,0
2,7,0.5014,Employee,315.87,0.1228,2,True,0.8501,False,none,5,0,0
1,33,0.0902,Employee,61.46,0.0193,3,False,0.9597,False,none,14,0,0
0,-1,0.4827,Manager,416.6,0.0383,4,False,0.0,False,none,0,0,0
3,49,0.2249,Director,778.33,0.038,2,False,0.9444,False,none,0,0,0
3,16,0.2301,Director,660.06,0.0315,2,False,0.9655,False,none,14,0,0
1,38,0.6938,Employee,231.35188234795558,0.0957,0,False,0.9128,False,none,9,0,0
2,47,0.285,Employee,182.51,0.0,14,False,0.8726,False,none,12,0,0
2,9,0.2702,Manager,316.21,0.0334,1,False,0.8986,False,none,5,0,0
0,-1,0.2267,Employee,99.72,0.0472,9,False,0.0,False,none,4,0,0
1,40,0.1609,Manager,196.36,0.0237,12,False,0.9118,False,none,2,0,0
2,51,0.078,Employee,45.29,0.0226,2,False,0.9393,False,none,8,0,0
1,33,0.2149,Manager,235.87,0.0271,10,False,0.879,False,none,9,0,0
0,-1,0.9429,Employee,292.3,0.0857,384,True,0.7992,True,medium,98,4,1
1,6,0.0,Employee,1072.31,0.2802,0,True,0.4473,True,medium,152,3,1
15,2,0.0635,Employee,35.08,0.0201,4,False,0.7076,False,none,7,1,1
25,1,0.0198,Director,52.72,0.0023,4,False,0.7857,False,none,15,3,1
0,-1,0.5245,Director,1440.75,0.0574,3,False,0.0,True,low,38,1,0
2,47,0.0,Director,436.90568726398936,0.0254,2,False,0.9086,False,none,11,0,0
2,36,0.1002,Contractor,17.81,0.0187,0,False,0.8892,False,none,9,0,0
3,2,0.8966,Employee,452.4218131614831,0.1312,0,False,0.948,False,none,1,0,0
16,0,0.0461,Manager,47.99,0.0064,2,False,0.8907,False,none,19,1,1
0,-1,0.7224,Contractor,133.51,0.1577,14,False,0.0,False,none,11,0,0
3,21,0.5693,Director,1445.7203180300303,0.0853,1,False,0.9865,False,none,15,0,0
1,20,3.4366,Director,10012.29,0.5585,12,True,0.6659,True,high,268,8,1
0,-1,0.0253,Manager,22.6,0.0035,0,False,0.0,False,none,10,0,0
3,53,0.1657,Employee,107.85,0.0449,3,False,0.8848,True,low,15,1,0
1,54,0.5388,Employee,191.02,0.0704,0,False,0.9793,True,low,25,1,0
2,46,0.5374,Manager,333.7668177286086,0.0431,0,False,0.9669,False,none,4,0,0
1,35,0.2231,Employee,136.09,0.0467,5,False,0.9597,False,none,10,0,0
3,23,0.8747,Employee,477.3376794992793,0.1413,4,False,0.871,False,none,3,0,0
4,22,0.5366,Employee,216.63931205039577,0.0579,1,False,0.9874,False,none,11,0,0
1,49,0.1026,Contractor,22.13,0.0218,7,False,0.9049,False,none,9,0,0
3,51,0.1422,Employee,47.91,0.0142,1,True,0.9766,False,none,14,0,0
3,32,0.3305,Employee,156.71,0.058,14,True,0.9266,False,none,6,0,0
2,34,0.3237,Director,1056.93,0.0508,4,False,0.9878,False,none,1,0,0
0,-1,0.4268,Employee,211.39,0.0546,14,False,0.0,False,none,15,0,0
0,-1,0.2115,Employee,82.88,0.0343,14,False,0.0,False,none,9,0,0
0,-1,0.0158,Director,56.77,0.0024,4,False,0.0,False,none,1,0,0
4,5,1.9307,Employee,949.65,0.3434,1,True,0.7477,True,high,172,2,1
1,5,0.2387,Employee,129.13,0.0478,7,False,0.998,False,none,4,0,0
2,58,0.2572,Employee,122.73,0.0461,1,False,0.9012,False,none,0,0,0
3,37,0.1211,Employee,53.89,0.0204,12,False,0.8525,False,none,10,0,0
2,58,0.5116,Manager,396.6,0.0534,5,False,0.8931,False,none,9,0,0
1,24,0.7518,Director,1936.2300115564292,0.0919,1,False,0.9157,False,none,15,0,0
1,48,0.1373,Manager,162.07,0.0242,1,False,0.8667,False,none,2,0,0
1,55,0.2564,Employee,116.52,0.0356,19,True,0.9447,False,none,6,0,0
0,-1,0.5079,Director,1516.7425525363778,0.0766,4,False,0.0,False,none,9,0,0
5,60,0.6462,Employee,277.14811751934917,0.0826,7,False,0.8809,False,none,12,0,0
2,34,0.1388,Employee,73.29,0.0303,6,False,0.9254,False,none,3,0,0
8,6,0.6722,Employee,264.03,0.0755,16,False,0.8913,False,none,0,0,0
0,-1,0.3719,Manager,271.09,0.0264,2,False,0.0,False,none,3,0,0
0,-1,0.4393,Employee,178.64,0.0749,1,False,0.0,False,none,7,0,0
1,35,0.1205,Employee,57.01,0.0178,3,False,0.9626,False,none,0,0,0
3,48,0.2332,Manager,194.29,0.0228,3,False,0.8682,False,none,2,0,0
5,3,1.487,Executive,6398.64,0.2442,1,True,0.5398,True,medium,60,5,1
3,33,0.3804,Manager,411.74,0.0612,3,True,0.9576,False,none,4,0,0
1,45,0.1964,Manager,200.63,0.0297,6,False,0.9693,False,none,12,0,0
10,4,1.1694,Employee,787.24,0.5113,0,True,0.5413,True,medium,135,2,1
1,24,0.1948,Executive,982.24,0.0208,10,False,0.9449,False,none,2,0,0
3,12,0.2448,Director,368.28,0.0163,8,False,0.9036,False,none,12,0,0
2,33,0.1227,Employee,48.48,0.0142,5,False,0.9867,False,none,0,0,0
3,1,0.3223,Employee,153.39,0.043,3,False,0.9015,False,none,2,0,0
3,3,0.4461,Employee,189.42,0.0742,1,False,0.984,False,none,10,0,0
4,27,0.1654,Employee,100.76,0.0292,16,True,0.9742,False,none,3,0,0
2,25,2.562,Manager,2978.82,0.4008,18,True,0.4111,True,high,323,7,1
2,10,6.9398,Manager,6182.62,0.7094,18,True,0.4092,True,high,166,6,1
2,59,0.6583,Director,2441.98,0.1207,9,True,0.8505,False,none,8,0,0
6,23,0.3263,Employee,181.55,0.0663,0,False,0.8668,False,none,10,0,0
1,57,0.1554,Director,366.09,0.0177,0,False,0.8795,False,none,3,0,0
0,-1,0.5304,Manager,564.93,0.0571,19,False,0.0,True,low,29,1,0
4,14,0.4498,Employee,212.07,0.0925,1,False,0.9323,False,none,7,0,0
0,-1,0.3579,Employee,176.97,0.0599,2,False,0.0,False,none,0,0,0
6,53,0.3274,Manager,318.94,0.0335,2,False,0.9455,True,low,44,1,0
23,0,0.2773,Employee,101.73,0.0269,1,False,0.6698,False,none,19,1,1
1,64,0.8575,Manager,952.63,0.1764,190,True,0.7122,True,medium,64,5,1
1,11,8.8014,Employee,5212.62,1.6954,20,False,0.2494,True,high,336,8,1
3,7,0.8146,Manager,1074.95,0.1288,1,True,0.7462,True,high,96,3,1
2,19,0.1725,Contractor,37.03,0.0353,1,False,0.8521,False,none,6,0,0
2,20,0.1224,Contractor,27.29,0.0331,1,False,0.9074,False,none,6,0,0
2,11,2.9207,Contractor,603.29,0.7085,6,False,0.5897,True,high,200,4,1
4,35,0.2789,Employee,125.32,0.054,0,True,0.9375,False,none,10,0,0
15,1,0.1657,Contractor,40.27,0.0418,3,True,0.8258,False,none,20,1,1
4,3,0.0549,Employee,39.36,0.0102,7,False,0.9615,True,low,34,1,0
1,60,0.0,Employee,87.34,0.035,16,False,0.9565,False,none,3,0,0
1,31,0.1406,Employee,74.64,0.0267,2,False,0.9751,False,none,13,0,0
0,-1,0.9952,Executive,3672.93,0.0586,274,False,0.5433,True,medium,31,5,1
19,2,0.2934,Employee,137.94,0.0422,5,False,0.775,False,none,14,2,1
1,12,0.1326,Employee,85.85,0.0265,0,False,0.9131,False,none,7,0,0
0,-1,0.1942,Employee,65.67,0.0204,1,False,0.0,True,low,18,1,0
1,25,0.6929,Employee,305.44945430402464,0.1067,9,True,0.8556,False,none,3,0,0
5,28,0.3691,Director,876.5,0.0347,7,False,0.9311,False,none,9,0,0
1,51,0.2977,Director,1079.69,0.0615,13,False,0.9818,False,none,4,0,0
1,20,0.5676,Employee,201.81,0.0,1,True,0.9184,False,none,14,0,0
3,32,0.4624,Employee,185.35,0.0838,3,False,0.8937,False,none,13,0,0
4,53,0.3712,Contractor,61.6,0.0516,6,False,0.9653,False,none,4,0,0
4,28,0.3394,Manager,313.4,0.0362,1,False,0.8906,True,low,20,1,0
3,3,1.1946,Employee,513.55,0.1432,0,True,0.4673,True,medium,175,3,1
1,57,0.6809,Manager,734.6250563313786,0.0856,1,False,0.8812,True,low,11,1,0
2,30,0.4069,Employee,157.36,0.0718,5,True,0.8859,True,low,43,1,0
0,-1,0.6387,Manager,616.6268388357264,0.0651,5,False,0.0,True,low,47,1,0
1,53,0.8453,Director,1763.43908656594,0.1446,0,False,0.8853,False,none,14,0,0
2,48,0.8997,Employee,423.14931587008147,0.1247,3,True,0.9575,True,low,31,1,0
1,36,0.0747,Executive,542.85,0.0105,5,False,0.9138,False,none,1,0,0
2,74,0.8385,Director,3000.02,0.1577,307,False,0.5356,True,medium,61,2,1
0,-1,0.6162,Contractor,135.99,0.1569,0,False,0.0,False,none,11,0,0
0,-1,0.1874,Employee,99.35,0.0314,3,True,0.0,True,low,50,1,0
2,16,0.0,Director,339.08403262291677,0.0277,7,False,0.8917,False,none,12,0,0
1,56,0.1774,Manager,164.31,0.0178,1,False,0.9107,False,none,3,0,0
5,12,7.7975,Employee,4018.66,1.4392,9,True,0.5263,True,high,214,7,1
2,10,0.9899,Manager,1158.0841324375428,0.2345,4,False,0.8551,False,none,15,0,0
0,-1,1.002,Employee,434.40064943231687,0.1484,0,False,0.0,False,none,9,0,0
4,6,0.1889,Director,561.57,0.0258,8,True,0.8739,False,none,4,0,0
1,41,0.6591,Employee,362.93,0.099,0,False,0.8765,False,none,0,0,0
0,-1,0.5335,Director,1559.6729830099825,0.0827,0,False,0.0,False,none,8,0,0
3,30,0.7873,Contractor,142.50415079294066,0.1639,3,True,0.863,False,none,5,0,0
0,-1,0.309,Director,906.81,0.0478,0,True,0.0,True,low,11,1,0
4,28,0.33,Employee,174.99,0.0661,0,False,0.9153,False,none,8,0,0
3,10,0.3424,Manager,332.57,0.0403,0,False,0.9968,False,none,9,0,0
5,24,0.313,Executive,1423.48,0.0218,0,False,0.9249,False,none,6,0,0
3,27,0.198,Employee,122.05,0.0326,14,False,0.8625,False,none,5,0,0
1,12,0.1129,Manager,112.92,0.023,1,False,0.9091,False,none,13,0,0
5,10,0.1066,Employee,50.24,0.0169,2,False,0.9784,True,low,49,1,0
2,55,0.4462,Director,1216.84,0.0585,1,False,0.8904,False,none,2,0,0
0,-1,0.4351,Employee,238.78,0.0697,3,False,0.0,False,none,9,0,0
1,56,0.211,Employee,88.43,0.0269,5,False,0.8908,True,low,36,1,0
1,22,0.217,Manager,227.33,0.0303,1,False,0.9686,False,none,11,0,0
3,45,0.0922,Employee,61.23,0.0,0,False,0.8915,False,none,3,0,0
31,0,0.0606,Manager,74.9,0.0068,0,False,0.7287,False,none,7,2,1
1,12,0.2443,Employee,78.86,0.0349,0,False,0.9586,False,none,13,0,0
4,55,0.142,Executive,643.47,0.0153,1,True,0.8648,True,low,15,1,0
1,52,0.1147,Director,321.93,0.0171,3,False,0.9589,True,low,35,1,0
1,30,6.225,Manager,5834.95,0.8785,17,True,0.6937,True,high,141,4,1
17,0,0.1667,Manager,123.06,0.0159,0,False,0.663,False,none,3,2,1
0,-1,0.5021,Manager,415.08,0.0439,3,False,0.0,False,none,1,0,0
4,49,0.3125,Employee,168.14,0.0492,0,False,0.9982,False,none,1,0,0
1,30,0.39,Employee,257.54,0.0836,8,False,0.9732,False,none,0,0,0
1,11,0.0978,Contractor,21.08,0.0195,8,True,0.9559,False,none,14,0,0
3,46,0.131,Contractor,33.61,0.0321,7,True,0.884,False,none,13,0,0
2,29,3.4733,Manager,2993.99,0.3827,17,False,0.4406,True,high,237,3,1
3,56,0.7306,Employee,376.23320660496984,0.097,1,False,0.8659,False,none,9,0,0
3,56,0.6935,Manager,756.1693095190323,0.0721,15,True,0.9955,False,none,8,0,0
2,12,0.1767,Employee,123.61,0.0378,3,False,0.8743,False,none,1,0,0
2,30,0.1761,Employee,73.75,0.0194,1,False,0.8889,True,low,38,1,0
3,55,0.2651,Employee,103.14,0.0361,15,False,0.9974,False,none,4,0,0
0,-1,0.6594,Contractor,158.91,0.145,378,True,0.5013,True,medium,57,2,1
4,17,0.3571,Contractor,51.0,0.0712,0,True,0.9839,False,none,3,0,0
1,33,0.2477,Director,719.22,0.0321,10,True,0.8599,False,none,3,0,0
2,15,0.6352,Manager,596.44,0.062,0,True,0.857,False,none,12,0,0
1,19,0.3055,Employee,154.29,0.0545,2,False,0.9106,False,none,10,0,0
1,57,0.4662,Employee,203.3,0.0864,6,False,0.9642,False,none,4,0,0
2,21,0.1713,Director,572.7,0.0225,6,False,0.9209,False,none,3,0,0
0,-1,1.1174,Manager,1002.21,0.1246,248,True,0.6777,True,medium,94,5,1
39,2,0.2516,Employee,123.69,0.0369,3,True,0.8203,False,none,4,1,1
1,18,0.3602,Employee,173.27,0.0516,1,False,0.9134,False,none,11,0,0
2,6,0.6547,Employee,251.83,0.0907,1,True,0.7222,True,high,108,6,1
4,15,0.534,Manager,470.94,0.0598,2,False,0.9295,False,none,9,0,0
2,12,0.3889,Director,774.84,0.0511,3,True,0.9075,False,none,8,0,0
2,12,0.3364,Employee,211.14,0.079,1,False,0.9333,False,none,14,0,0
1,14,0.0,Employee,39.34,0.011,2,False,0.8716,False,none,6,0,0
2,45,0.7617,Employee,409.0001604994417,0.2411,7,False,0.8708,False,none,13,0,0
2,2,0.3624,Director,1519.26,0.0835,5,False,0.9696,False,none,12,0,0
2,16,0.2606,Employee,128.96,0.0502,7,False,0.889,True,low,43,1,0
4,6,0.1809,Manager,226.8,0.0378,21,False,0.9935,False,none,13,0,0
0,-1,0.3598,Manager,277.46,0.0342,3,False,0.0,True,low,40,1,0
2,28,0.31,Director,648.19,0.0253,4,False,0.9776,False,none,7,0,0
5,26,0.1539,Employee,80.61,0.0293,1,True,0.9624,False,none,5,0,0
18,0,0.1622,Employee,127.03,0.0445,2,False,0.747,False,none,3,3,1
4,57,0.4598,Employee,209.95,0.063,9,True,0.9315,False,none,12,0,0
1,38,0.5434,Employee,336.09,0.0924,7,False,0.8512,False,none,5,0,0
18,1,0.0703,Employee,35.81,0.0099,3,True,0.8486,False,none,13,1,1
3,59,0.0943,Director,281.78,0.0187,1,False,0.8824,False,none,6,0,0
1,19,0.4525,Manager,378.35,0.0443,4,False,0.9375,False,none,14,0,0
3,52,0.1448,Director,468.69,0.0265,7,False,0.9161,False,none,13,0,0
4,48,0.0,Director,404.7759514968143,0.018,3,False,0.9097,False,none,5,0,0
4,45,0.6788,Manager,709.1220742478683,0.1261,20,False,0.9405,False,none,14,0,0
2,58,0.5479,Executive,2220.160076838396,0.0409,3,False,0.9359,False,none,1,0,0
2,46,0.1124,Manager,116.26,0.0188,7,False,0.913,False,none,5,0,0
3,32,0.1322,Employee,87.34,0.0261,6,False,0.8897,False,none,0,0,0
4,27,0.1977,Contractor,41.15,0.0436,8,False,0.9622,False,none,0,0,0
1,54,0.5865,Employee,233.87,0.0995,2,False,0.9767,False,none,2,0,0
3,3,0.631,Manager,702.2487264711001,0.1144,1,False,0.8919,False,none,7,0,0
0,-1,0.1458,Employee,91.81,0.0314,3,False,0.0,False,none,2,0,0
0,-1,0.9646,Director,3086.5,0.2496,238,True,0.7968,True,medium,72,4,1
3,53,0.0,Manager,242.97,0.0444,3,False,0.9332,False,none,6,0,0
1,16,0.1687,Manager,144.02,0.0164,0,True,0.9091,False,none,0,0,0
1,15,0.7183,Contractor,166.77,0.1772,2,False,0.8684,False,none,8,0,0
6,10,0.8834,Director,2857.52,0.0995,0,True,0.7806,True,medium,112,3,1
3,18,0.8234,Employee,350.87181909490357,0.1337,6,False,0.874,False,none,8,0,0
1,7,0.1603,Employee,109.13,0.036,2,True,0.9379,False,none,7,0,0
5,8,1.6806,Employee,805.08,0.2392,1,True,0.4605,True,high,148,4,1
2,8,0.6138,Director,1829.92,0.0703,0,True,0.4106,True,medium,118,6,1
6,23,0.5582,Employee,307.5851013616642,0.0897,3,False,0.9537,False,none,10,0,0
24,0,0.2093,Employee,103.27,0.0598,0,False,0.7325,False,none,14,3,1
2,17,0.8341,Employee,359.48,0.0927,1,True,0.979,True,low,44,1,0
4,35,0.2484,Director,976.07,0.0558,3,False,0.9687,False,none,0,0,0
2,54,0.3554,Employee,150.92,0.0743,2,False,0.9362,False,none,5,0,0
1,4,0.1236,Executive,620.11,0.0134,3,False,0.8749,False,none,9,0,0
4,51,0.7769,Employee,314.02894979435325,0.0875,6,False,0.9039,False,none,5,0,0
1,51,0.2888,Employee,87.93,0.0425,2,False,0.8758,False,none,15,0,0
3,21,8.967,Employee,4962.6,1.5235,7,False,0.2844,True,high,144,4,1
3,51,0.694,Employee,245.93896679545205,0.0731,9,False,0.9496,False,none,9,0,0
5,42,0.2257,Employee,133.51,0.0381,4,False,0.8519,False,none,5,0,0
1,51,0.2312,Employee,83.32,0.0259,5,False,0.852,False,none,5,0,0
2,54,0.1313,Employee,52.59,0.0184,7,False,0.9838,True,low,47,1,0
2,2,0.3392,Employee,157.98,0.0559,8,False,0.9576,True,low,15,1,0
2,11,0.0397,Employee,21.25,0.0097,14,False,0.8947,True,low,47,1,0
1,34,0.5117,Director,1222.8882555424177,0.0584,7,False,0.8715,True,low,35,1,0
1,31,0.3916,Employee,147.82,0.048,0,False,0.9963,False,none,6,0,0
3,30,0.5214,Manager,509.16,0.0,0,False,0.876,True,low,37,1,0
3,13,0.0974,Director,239.34,0.0113,7,True,0.968,False,none,8,0,0
4,7,0.61,Contractor,154.93333076571147,0.1835,13,False,0.9084,False,none,3,0,0
1,34,0.2674,Employee,136.21,0.0577,3,False,0.9043,False,none,1,0,0
3,3,0.599,Manager,368.3741335061748,0.0402,0,False,0.9728,False,none,15,0,0
1,54,0.2019,Employee,110.38,0.0448,2,False,0.9769,False,none,5,0,0
3,20,0.191,Employee,60.43,0.0221,10,False,0.89,False,none,5,0,0
3,25,0.7046,Employee,368.62,0.1146,0,False,0.9359,False,none,0,0,0
3,54,0.0533,Director,202.23,0.0114,1,False,0.9642,False,none,8,0,0
2,42,0.6464,Employee,274.0642137397579,0.0685,1,False,0.8518,False,none,7,0,0
5,12,0.7404,Employee,468.81,0.1793,2,False,0.8637,False,none,0,0,0
1,44,0.5427,Contractor,103.55840919809943,0.0905,5,False,0.9141,False,none,13,0,0
0,-1,0.4148,Employee,207.31,0.1038,1,False,0.0,False,none,12,0,0
2,23,0.1173,Contractor,30.93,0.0361,0,False,0.9818,False,none,14,0,0
26,2,0.0141,Director,51.57,0.0026,5,True,0.7118,False,none,19,3,1
3,37,0.1438,Director,434.8,0.0175,7,True,0.9765,False,none,10,0,0
24,0,0.1085,Employee,60.87,0.0168,3,True,0.8698,False,none,7,1,1
2,31,0.3427,Director,758.73,0.0698,12,False,0.9467,True,low,35,1,0
3,48,0.1533,Manager,191.08,0.022,0,False,0.8775,False,none,8,0,0
1,28,0.8559,Manager,457.8204021572354,0.045,2,False,0.8994,False,none,1,0,0
0,-1,0.3981,Manager,392.8,0.0884,11,True,0.0,False,none,15,0,0
1,55,0.2355,Contractor,51.37,0.0385,1,False,0.8533,False,none,4,0,0
2,9,1.4869,Employee,695.67,0.2338,1,True,0.6731,True,high,154,2,1
3,37,0.4097,Employee,195.2,0.0814,0,False,0.9896,False,none,15,0,0
0,-1,0.2702,Director,817.2,0.0355,2,False,0.0,False,none,5,0,0
1,14,0.986,Employee,458.484146517374,0.1647,1,False,0.9659,True,low,10,1,0
2,19,0.1112,Director,351.49,0.0221,4,False,0.8737,False,none,7,0,0
2,41,0.3238,Contractor,56.02,0.0912,3,True,0.9402,False,none,13,0,0
1,35,0.687,Executive,4174.939032321624,0.0806,6,True,0.9159,False,none,5,0,0
2,43,0.3042,Employee,100.76,0.0301,4,False,0.968,False,none,2,0,0
